date,open,high,low,close,volume,TP,std,MA-TP,BOLU,BOLD
2020-04-07 07:00:00,102.593517981,103.327315442,102.041011657,102.041011657,3489,102.46977958533334,,,,
2020-04-07 08:00:00,101.264049639,102.809340763,101.264049639,102.593517981,13007,102.22230279433332,,,,
2020-04-07 09:00:00,101.989214189,102.98199899,101.868353431,102.774809118,32063,102.54172051300002,,,,
2020-04-07 10:00:00,102.584885069,103.223720506,101.971948367,103.025163546,926244,102.74027747299999,,,,
2020-04-07 11:00:00,102.965596458,103.189188861,100.150404081,100.841036985,1066034,101.393543309,,,,
2020-04-07 12:00:00,100.763427113,102.12734077,100.582049646,101.790743558,526218,101.500044658,,,,
2020-04-07 13:00:00,101.92878381,102.731644562,101.911517987,102.429492666,445668,102.35755173833333,,,,
2020-04-07 14:00:00,102.459707855,102.628049626,101.350378752,101.626631914,424199,101.86835343066667,,,,
2020-04-07 15:00:00,101.60073318,101.721593939,99.7791888944,99.9950116771,479035,100.49859817016666,,,,
2020-04-07 16:00:00,100.038176234,101.33311293,99.1662521916,99.1835180142,1077546,99.89429437860001,,,,
2020-04-07 17:00:00,99.2266825707,99.9691129432,98.8467481441,98.8467481441,286034,99.2208697438,,,,
2020-04-07 18:00:00,99.2266825707,99.2266825707,99.2266825707,99.2266825707,9624,99.2266825707,,,,
2020-04-07 19:00:00,98.5015180209,98.8468344732,98.5015180209,98.8036699167,935,98.7173408036,,,,
2020-04-07 20:00:00,98.587847134,99.710125604,98.587847134,99.710125604,1365,99.33603278066666,,,,
2020-04-08 07:00:00,99.9259483867,99.9259483867,99.9259483867,99.9259483867,523,99.9259483867,,,,
2020-04-08 08:00:00,99.7187585153,100.400758509,99.6928597814,100.400758509,3750,100.16479226646668,,,,
2020-04-08 09:00:00,100.141771169,100.202201549,100.0122775,100.167669903,6930,100.127382984,,,,
2020-04-08 10:00:00,100.746074961,101.289948373,99.4738428215,99.7705559831,462954,100.17811572586668,,,,
2020-04-08 11:00:00,99.7532901605,100.953264832,99.3425362405,100.884201542,817827,100.39333420483332,,,,
2020-04-08 12:00:00,100.849669897,101.428074954,100.11155598,101.108657236,583334,100.88276272333333,,,,
2020-04-08 13:00:00,101.082758502,102.006480012,100.810821796,101.475555966,393639,101.43095259133334,,,,
2020-04-08 14:00:00,101.497138245,101.885619254,100.9777823,101.164771159,271476,101.34272423766667,,,,
2020-04-08 15:00:00,101.169087615,102.688480005,101.048226857,102.671214183,567978,102.13597368166666,,,,
2020-04-08 16:00:00,102.679847094,103.560404047,102.084176214,102.92156861,1269966,102.855382957,,,,
2020-04-08 17:00:00,102.98199899,102.98199899,101.920150899,102.731644562,507299,102.54459815033333,,,,
2020-04-08 18:00:00,102.558986336,102.558986336,102.558986336,102.558986336,104,102.55898633600002,,,,
2020-04-08 19:00:00,102.78344203,102.78344203,102.78344203,102.78344203,428,102.78344203,,,,
2020-04-08 20:00:00,102.904302788,102.999264812,102.904302788,102.999264812,1743,102.967610804,,,,
2020-04-09 06:00:00,102.98199899,102.98199899,102.98199899,102.98199899,453,102.98199899000001,,,,
2020-04-09 07:00:00,102.25683444,102.25683444,102.25683444,102.25683444,209,102.25683443999999,,,,
2020-04-09 08:00:00,102.386328109,103.120125571,102.299998996,102.299998996,1913,102.573374521,,,,
2020-04-09 09:00:00,102.317264819,103.594935692,102.299998996,103.594935692,11000,103.16329012666667,,,,
2020-04-09 10:00:00,103.163290127,105.580505293,103.163290127,105.296309853,706385,104.680035091,,,,
2020-04-09 11:00:00,105.321517954,105.364682511,103.9057205,104.268302774,664038,104.51290192833333,,,,
2020-04-09 12:00:00,104.268302774,104.96756859,103.739277969,104.829442009,453558,104.51209618933332,,,,
2020-04-09 13:00:00,104.846707832,105.69273314,104.674049606,105.442378712,572878,105.26972048599998,,,,
2020-04-09 14:00:00,105.459644535,106.115745794,105.114328083,105.572476686,755665,105.60085018766667,,,,
2020-04-09 15:00:00,105.550290104,105.865391366,103.897087588,104.225138218,702503,104.66253905733333,,,,
2020-04-09 16:00:00,104.276935686,105.666834406,104.017948347,104.8985053,1245687,104.86109601766667,,,,
2020-04-09 17:00:00,104.475492646,105.589138205,104.475492646,104.674049606,108903,104.91289348566666,,,,
2020-04-09 18:00:00,105.114328083,105.114328083,104.898591629,104.898591629,1516,104.97050378033333,,,,
2020-04-09 20:00:00,105.321517954,105.321517954,104.984834413,104.984834413,366,105.09706225999999,,,,
2020-04-13 08:00:00,104.035214169,105.105695171,103.983416701,104.242404041,4936,104.44383863766666,,,,
2020-04-13 09:00:00,104.04384708,105.235188841,104.04384708,104.095644548,3754,104.458226823,,,,
2020-04-13 10:00:00,104.046264296,105.148859728,102.481290134,102.558986336,752922,103.39637873266668,,,,
2020-04-13 11:00:00,102.610783803,103.016098989,101.902885076,102.282733174,665849,102.400572413,,,,
2020-04-13 12:00:00,102.248201528,103.594935692,102.12734077,103.215087595,662302,102.97912135233332,,,,
2020-04-13 13:00:00,103.236669873,103.983416701,103.068414432,103.137391393,453672,103.39640750866666,,,,
2020-04-13 14:00:00,103.076961014,103.698530628,102.740277473,103.538821769,380208,103.32587662333333,,,,
2020-04-13 15:00:00,103.543138225,103.724429362,102.805024308,103.465442023,459572,103.33163189766667,,,,
2020-04-13 16:00:00,103.482707845,104.958935679,102.904302788,104.622252138,1440793,104.16183020166666,,,,
2020-04-13 17:00:00,104.803543276,105.105695171,104.587720493,105.036631881,189856,104.91001584833333,,,,
2020-04-13 18:00:00,104.587720493,105.053897703,104.587720493,105.053897703,2252,104.89850529966668,,,,
2020-04-13 19:00:00,104.846707832,104.846707832,104.846707832,104.846707832,104,104.846707832,,,,
2020-04-13 20:00:00,104.889872389,105.29561922,104.889872389,105.29561922,374,105.16037027633332,,,,
2020-04-14 05:00:00,105.321517954,106.098479972,105.321517954,106.055315415,1987,105.825104447,,,,
2020-04-14 07:00:00,105.666834406,105.666834406,105.666834406,105.666834406,418,105.666834406,,,,
2020-04-14 08:00:00,104.889872389,105.925821746,104.889872389,105.252454664,2171,105.35604959966668,,,,
2020-04-14 09:00:00,105.753336178,106.564657182,105.753163519,106.564657182,3097,106.29415929433334,,,,
2020-04-14 10:00:00,106.357467311,107.643771096,106.21934073,107.522910337,745995,107.12867405433333,,,,
2020-04-14 11:00:00,107.548809071,108.06678375,106.676885029,106.793429332,802882,107.17903270366668,,,,
2020-04-14 12:00:00,106.771847054,106.918606546,105.856758455,106.193441996,546632,106.32293566566666,,,,
2020-04-14 13:00:00,106.21934073,106.909973635,106.21934073,106.504226803,518103,106.54451372266665,,,,
2020-04-14 14:00:00,106.504226803,106.979036925,105.960353391,106.918606546,495082,106.61933228733334,,,,
2020-04-14 15:00:00,106.901340723,107.269189074,106.676971358,107.108530595,385552,107.01823034233333,,,,
2020-04-14 16:00:00,107.082631861,107.21212553,106.633720473,106.901340723,849313,106.91572890866667,,,,
2020-04-14 17:00:00,106.970404014,107.186226796,106.702783763,107.186226796,385703,107.02507911833334,,,,
2020-04-14 18:00:00,107.393416668,107.479745781,107.108530595,107.479745781,1656,107.35600738566667,,,,
2020-04-14 19:00:00,107.108530595,107.108530595,107.108530595,107.108530595,209,107.108530595,,,,
2020-04-14 20:00:00,107.048100216,107.048100216,106.74594832,106.875441989,745,106.889830175,,,,
2020-04-15 08:00:00,105.744530608,106.02078377,104.717214162,105.192024284,8865,105.31000740533334,,,,
2020-04-15 09:00:00,105.753163519,105.753163519,104.458226823,104.458226823,5856,104.88987238833333,,,,
2020-04-15 10:00:00,104.112910371,104.242404041,102.481290134,103.120125571,728757,103.28127324866666,,,,
2020-04-15 11:00:00,103.117967343,103.120125571,101.523036979,101.963315455,825581,102.20215933499999,,,,
2020-04-15 12:00:00,101.963315455,101.994307607,100.927366098,101.219590146,722685,101.38042128366665,,,,
2020-04-15 13:00:00,101.220885083,101.954682544,100.797872429,101.721593939,587246,101.49138297066666,,,,
2020-04-15 14:00:00,101.704328116,102.619416715,101.66116356,102.213669883,503767,102.16475005266666,,,,
2020-04-15 15:00:00,102.248201528,103.396378732,102.248201528,103.292783797,666560,102.97912135233334,,,,
2020-04-15 16:00:00,103.301416708,103.335948353,102.079859758,102.507188868,1009345,102.640998993,,,,
2020-04-15 17:00:00,102.464024311,102.731644562,102.12734077,102.12734077,482165,102.32877536733334,,,,
2020-04-15 18:00:00,102.308631908,102.308631908,102.299998996,102.299998996,1496,102.30287663333333,,,,
2020-04-15 19:00:00,102.12734077,102.12734077,101.868353431,101.868353431,1924,101.954682544,,,,
2020-04-15 20:00:00,101.868353431,102.170505327,101.868353431,101.868353431,2597,101.96907072966667,,,,
2020-04-16 05:00:00,102.817973675,102.817973675,102.817973675,102.817973675,110,102.817973675,,,,
2020-04-16 09:00:00,102.947381015,103.24961924,102.472657222,102.947467344,10876,102.88991460199999,,,,
2020-04-16 10:00:00,103.163290127,103.37911291,101.315847107,101.324480019,541410,102.006480012,,,,
2020-04-16 11:00:00,101.315847107,101.471239511,99.8137205397,100.072707879,931952,100.45255597656667,,,,
2020-04-16 12:00:00,100.133138258,100.547518001,99.9432142093,100.305796484,930063,100.26550956476666,,,,
2020-04-16 13:00:00,100.288530662,100.340328129,98.7777711827,99.6065306683,816128,99.57487665999999,,,,
2020-04-16 14:00:00,99.6065306683,99.8568850962,99.235315482,99.4511382647,501752,99.51444628096668,,,,
2020-04-16 15:00:00,99.4511382647,100.003644588,99.2871129499,99.6324294022,604317,99.64106231336666,,,,
2020-04-16 16:00:00,99.6324294022,100.141771169,99.3721471263,99.8309863623,1234947,99.78163488586667,,,,
2020-04-16 17:00:00,99.908682564,101.505771156,99.8396192736,101.505771156,282166,100.9503871952,,,,
2020-04-16 18:00:00,101.315847107,102.602150892,101.315847107,102.213669883,68320,102.043889294,,,,
2020-04-16 19:00:00,102.101442036,103.370479998,102.084176214,103.370479998,7607,102.94171207,,,,
2020-04-16 20:00:00,103.370479998,103.422277466,102.299998996,102.299998996,8558,102.67409181933333,,,,
2020-04-17 05:00:00,103.163290127,103.163290127,103.163290127,103.163290127,202,103.163290127,,,,
2020-04-17 08:00:00,103.120125571,103.120125571,102.628049626,102.628049626,2675,102.79207494100001,,,,
2020-04-17 09:00:00,103.120125571,103.163290127,102.558986336,102.558986336,10439,102.76042093299999,,,,
2020-04-17 10:00:00,102.645315449,103.931619233,102.481290134,103.569036959,1082111,103.327315442,,,,
2020-04-17 11:00:00,103.560404047,103.750328096,101.79929014,102.485606589,658592,102.678408275,,,,
2020-04-17 12:00:00,102.485606589,103.016530635,102.252517984,102.723097979,400217,102.66404886599999,,,,
2020-04-17 13:00:00,102.757543296,103.18055595,102.4553914,102.956100256,358114,102.86401586866667,,,,
2020-04-17 14:00:00,102.947467344,103.266885063,102.602150892,102.891353421,359310,102.92012979200001,,,,
2020-04-17 15:00:00,102.893511649,103.137391393,102.52445469,103.042429369,396243,102.90142515066668,,,,
2020-04-17 16:00:00,103.05106228,103.832340753,102.766176207,103.689897717,1454860,103.42947155899999,,,,
2020-04-17 17:00:00,103.171923038,104.009315435,103.171923038,103.767593919,153038,103.64961079733335,,,,
2020-04-17 18:00:00,103.767593919,103.77622683,103.689897717,103.689897717,422,103.718674088,,,,
2020-04-17 19:00:00,103.603568604,103.603568604,103.603568604,103.603568604,310,103.60356860400002,,,,
2020-04-17 20:00:00,103.638100249,103.638100249,103.620834426,103.620834426,1005,103.62658970033334,,,,
2020-04-20 05:00:00,103.594935692,103.828024298,103.594935692,103.828024298,514,103.75032809600002,,,,
2020-04-20 06:00:00,103.560404047,103.560404047,103.335948353,103.335948353,927,103.41076691766666,,,,
2020-04-20 07:00:00,102.826606586,103.327315442,102.72301165,103.327315442,629,103.12588084466667,,,,
2020-04-20 08:00:00,103.422277466,103.422277466,102.222302795,102.72301165,4575,102.78919730366665,,,,
2020-04-20 09:00:00,102.731644562,103.4481762,102.386328109,102.394961021,4678,102.74315511000002,,,,
2020-04-20 10:00:00,102.429492666,103.128758482,101.989214189,102.861138231,674248,102.659703634,,,,
2020-04-20 11:00:00,102.826606586,105.079796437,102.766176207,104.691315429,782511,104.17909602433333,,,,
2020-04-20 12:00:00,104.656783783,106.038049593,104.553188848,105.960353391,777733,105.51719727733332,,,,
2020-04-20 13:00:00,105.977619213,106.066969845,105.122960994,105.42511289,849537,105.53834790966665,,,,
2020-04-20 14:00:00,105.442378712,105.62366985,104.786277453,105.615036938,752614,105.34166141366666,,,,
2020-04-20 15:00:00,105.571872382,105.658201495,103.84529012,103.888454677,797659,104.46398209733333,,,,
2020-04-20 16:00:00,103.910036955,104.510024291,103.871188854,104.095644548,1603370,104.15895256433333,,,,
2020-04-20 17:00:00,104.622252138,106.184809085,101.488505333,102.533087602,986430,103.40213400666666,,,,
2020-04-20 18:00:00,102.533087602,102.602150892,99.2784800386,100.098606613,570294,100.65974584786666,,,,
2020-04-20 19:00:00,100.133138258,101.0050623,100.133138258,100.918733187,154269,100.68564458166668,,,,
2020-04-20 20:00:00,100.901467364,100.918733187,100.418024331,100.746074961,70670,100.694277493,,,,
2020-04-21 06:00:00,100.73744205,100.73744205,100.141771169,100.141771169,2616,100.34032812933333,,,,
2020-04-21 07:00:00,99.7619230718,99.7619230718,99.1058218124,99.1058218124,5233,99.32452223219998,,,,
2020-04-21 08:00:00,99.1058218124,99.2784800386,98.449720553,99.1921509255,42671,98.9734505057,,,,
2020-04-21 09:00:00,99.2354018112,99.8827838301,98.475619287,98.8727332071,73125,99.0770454414,,,,
2020-04-21 10:00:00,98.812302828,99.48566991,96.7404041141,99.3389104177,3986522,98.5216614806,,,,
2020-04-21 11:00:00,99.3820749743,99.8568850962,98.0094420764,98.1161448601,2032115,98.6608240109,,,,
2020-04-21 12:00:00,98.1216699234,98.1303028347,97.2497458813,97.6727585354,1228972,97.6842690838,,,,
2020-04-21 13:00:00,97.690024358,99.8050876284,97.4224904365,99.7447435783,1595029,98.99077388106666,,,,
2020-04-21 14:00:00,99.7619230718,100.504353444,99.4338724421,100.0122775,1541891,99.98350112869998,,,,
2020-04-21 15:00:00,100.0122775,100.875568631,99.4943028213,100.08134079,1234424,100.15040408076668,,,,
2020-04-21 16:00:00,100.098606613,101.130239514,99.8568850962,100.797872429,2586827,100.59499901306667,,,,
2020-04-21 17:00:00,100.797872429,101.074125591,100.789239517,100.858475466,154903,100.90728019133333,,,,
2020-04-21 18:00:00,100.918905845,100.961897744,100.918905845,100.961897744,658,100.947567111,,,,
2020-04-21 19:00:00,101.0050623,101.125923058,100.927366098,100.927366098,5003,100.99355175133333,,,,
2020-04-21 20:00:00,100.961897744,101.13455597,100.901467364,101.13455597,2542,101.056859768,,,,
2020-04-22 07:00:00,101.868353431,101.868353431,101.868353431,101.868353431,506,101.868353431,,,,
2020-04-22 08:00:00,101.782024318,101.868353431,101.782024318,101.782024318,5022,101.810800689,,,,
2020-04-22 09:00:00,101.868353431,102.041011657,101.66116356,101.954682544,9692,101.88561925366668,,,,
2020-04-22 10:00:00,101.963315455,103.879821766,101.669796471,102.550353424,1355812,102.69999055366667,,,,
2020-04-22 11:00:00,102.576252158,103.215087595,101.479872422,101.609020775,880191,102.10132693066667,,,,
2020-04-22 12:00:00,101.626631914,102.581604563,101.505771156,102.265467351,521218,102.11761435666666,,,,
2020-04-22 13:00:00,102.282733174,102.697112916,102.110074948,102.697112916,675755,102.50143359333333,,,,
2020-04-22 14:00:00,102.697112916,103.439543289,102.671214183,103.353214176,619025,103.15465721599999,,,,
2020-04-22 15:00:00,103.344581265,103.560317718,102.899986332,103.232353418,622414,103.23088582266666,,,,
2020-04-22 16:00:00,103.223720506,103.534505313,102.947467344,102.956100256,1100594,103.14602430433332,,,,
2020-04-22 17:00:00,102.999264812,103.128758482,102.688480005,102.688480005,488182,102.83523949733335,,,,
2020-04-22 18:00:00,102.990631901,103.076961014,102.904302788,103.076961014,2782,103.019408272,,,,
2020-04-22 19:00:00,102.904302788,102.990631901,102.731644562,102.731644562,1220,102.817973675,,,,
2020-04-22 20:00:00,102.72301165,102.72301165,102.72301165,102.72301165,104,102.72301165,,,,
2020-04-23 05:00:00,102.489923045,102.489923045,102.489923045,102.489923045,209,102.489923045,,,,
2020-04-23 07:00:00,102.645315449,102.645315449,102.645315449,102.645315449,280,102.645315449,,,,
2020-04-23 09:00:00,102.593517981,103.327315442,102.593517981,103.327315442,2891,103.08271628833334,,,,
2020-04-23 10:00:00,103.24961924,104.622252138,102.947467344,103.402853416,538172,103.65752429933332,,,,
2020-04-23 11:00:00,103.370479998,104.518657202,102.964733167,104.458226823,524263,103.98053906400001,,,,
2020-04-23 12:00:00,104.466859735,104.691315429,104.04384708,104.66196353,549291,104.46570867966666,,,,
2020-04-23 13:00:00,104.656783783,104.812176187,102.835239497,103.58543949,703597,103.744285058,,,,
2020-04-23 14:00:00,103.586302781,104.164707839,103.189188861,103.491340757,561074,103.61507915233334,,,,
2020-04-23 15:00:00,103.439543289,106.210707819,103.353214176,106.081214149,1790651,105.21504538133333,,,,
2020-04-23 16:00:00,106.08984706,106.08984706,104.69994834,104.829442009,1710924,105.20641246966666,,,,
2020-04-23 17:00:00,104.760378719,104.760378719,104.458226823,104.50139138,362316,104.57333230733333,,,,
2020-04-23 18:00:00,104.112910371,104.639517961,104.112910371,104.639517961,628,104.46398209766666,,,,
2020-04-23 19:00:00,104.035300498,104.630885049,104.035300498,104.121543282,6565,104.26257627633333,,,,
2020-04-23 20:00:00,104.285568597,104.285568597,104.285568597,104.285568597,110,104.285568597,,,,
2020-04-24 07:00:00,104.674049606,105.29561922,104.466859735,105.29561922,848,105.01936605833333,,,,
2020-04-24 08:00:00,105.666834406,105.761796431,105.321517954,105.321517954,4901,105.46827744633333,,,,
2020-04-24 09:00:00,104.76901163,105.753163519,104.76901163,105.62366985,6875,105.38194833300001,,,,
2020-04-24 10:00:00,105.451011624,106.038049593,104.881239477,105.010733147,517477,105.31000740566667,,,,
2020-04-24 11:00:00,104.96756859,105.105695171,104.268302774,104.596353404,524908,104.656783783,,,,
2020-04-24 12:00:00,104.553188848,104.976201502,104.253972142,104.704264795,531847,104.64481281299999,,,,
2020-04-24 13:00:00,104.708581251,105.468277446,104.57045467,105.3948977,404703,105.144543272,,,,
2020-04-24 14:00:00,105.375042004,106.227973641,105.269720486,106.202247566,422731,105.89998056433335,,,,
2020-04-24 15:00:00,106.193441996,107.384783757,106.08984706,107.181910341,918358,106.88551371933333,,,,
2020-04-24 16:00:00,107.168960974,107.911391346,106.996302748,107.66966983,1210849,107.52578797466667,,,,
2020-04-24 17:00:00,107.66966983,107.66966983,107.479745781,107.566074894,220385,107.57183016833335,,,,
2020-04-24 18:00:00,107.566247552,107.643771096,107.566074894,107.566074894,1658,107.591973628,,,,
2020-04-24 19:00:00,107.566074894,107.566074894,107.566074894,107.566074894,104,107.566074894,,,,
2020-04-24 20:00:00,107.54017616,107.652404007,107.54017616,107.54017616,879,107.57758544233333,,,,
2020-04-27 05:00:00,108.325771089,108.325771089,108.325771089,108.325771089,344,108.325771089,,,,
