date,open,high,low,close,adj close,volume,TP,std,MA-TP,BOLU,BOLD
2020-01-02,158.779999,160.729996,158.330002,160.619995,157.289886,22622100,159.893331,,,,
2020-01-03,158.320007,159.949997,158.059998,158.619995,155.331345,21116200,158.8766633333333,,,,
2020-01-06,157.080002,159.100006,156.509995,159.029999,155.732819,20813700,158.21333333333334,,,,
2020-01-07,159.320007,159.669998,157.320007,157.580002,154.312927,21634100,158.19000233333335,,,,
2020-01-08,158.929993,160.800003,157.949997,160.089996,156.770874,27746500,159.61333199999999,,,,
2020-01-09,161.839996,162.220001,161.029999,162.089996,158.729401,21385000,161.77999866666667,,,,
2020-01-10,162.820007,163.220001,161.179993,161.339996,157.994949,20725900,161.91333,,,,
2020-01-13,161.759995,163.309998,161.259995,163.279999,159.89473,21626500,162.616664,,,,
2020-01-14,163.389999,163.600006,161.720001,162.130005,158.768585,23477400,162.48333733333334,,,,
2020-01-15,162.619995,163.940002,162.570007,163.179993,159.796814,21417900,163.23000066666665,,,,
2020-01-16,164.350006,166.240005,164.029999,166.169998,162.724808,23865400,165.48000066666665,,,,
2020-01-17,167.419998,167.470001,165.429993,167.100006,163.635529,34371700,166.66666666666666,,,,
2020-01-21,166.679993,168.190002,166.429993,166.5,163.047943,29517200,167.03999833333333,,,,
2020-01-22,167.399994,167.490005,165.679993,165.699997,162.264557,24138800,166.28999833333333,,,,
2020-01-23,166.190002,166.800003,165.270004,166.720001,163.263397,19680800,166.263336,,,,
2020-01-24,167.509995,167.529999,164.449997,165.039993,161.61824,24918100,165.67332966666666,,,,
2020-01-27,161.149994,163.380005,160.199997,162.279999,158.915451,32078100,161.95333366666668,,,,
2020-01-28,163.779999,165.759995,163.070007,165.460007,162.029556,24899900,164.76333633333334,,,,
2020-01-29,167.839996,168.75,165.690002,168.039993,164.556046,34754500,167.49333166666668,,,,
2020-01-30,174.050003,174.050003,170.789993,172.779999,169.197754,51597500,172.53999833333333,3.707953504866334,163.54866611666665,176.5265033836988,150.5708288496345
2020-01-31,172.210007,172.399994,169.580002,170.229996,166.700607,36142700,170.73666400000002,3.9313611538564794,164.09083276666667,177.85059680516434,150.331068728169
2020-02-03,170.429993,174.5,170.399994,174.380005,170.764603,30107000,173.093333,4.214062751950059,164.80166625,179.55088588182522,150.0524466181748
2020-02-04,177.139999,180.639999,176.309998,180.119995,176.385605,36433300,179.02333066666665,4.997920522202817,165.84216611666665,183.3348879443765,148.3494442889568
2020-02-05,184.029999,184.199997,178.410004,179.899994,176.170135,39186300,180.83666499999995,5.69043889287479,166.97449924999998,186.89103537506173,147.05796312493823
2020-02-06,180.970001,183.820007,180.059998,183.630005,179.82283,27751400,182.50333666666668,6.390787751567388,168.1189994833333,190.48675661381918,145.75124235284744
2020-02-07,182.850006,185.630005,182.479996,183.889999,180.077423,33529100,184.0,7.12053374965702,169.22999954999997,194.15186767379953,144.30813142620042
2020-02-10,183.580002,188.839996,183.25,188.699997,184.787704,35844300,186.92999766666665,7.9200033681843225,170.48083293333332,198.20084472197846,142.76082114468818
2020-02-11,190.649994,190.699997,183.5,184.440002,180.616043,53159900,186.213333,8.428113604353396,171.6606663833333,201.1590639985702,142.16226876809642
2020-02-12,185.580002,185.850006,181.850006,184.710007,180.880463,47062900,184.136673,8.576629521285446,172.74333316666667,202.76153649116574,142.7251298421676
2020-02-13,183.080002,186.229996,182.869995,183.710007,179.901169,35295800,184.26999933333332,8.638467716922294,173.79533310000002,204.02997010922806,143.56069609077198
2020-02-14,183.25,185.410004,182.649994,185.350006,181.507156,23149500,184.47000133333333,8.719645537154506,174.74483313333332,205.26359251337408,144.22607375329255
2020-02-18,185.610001,187.699997,185.5,187.229996,183.34819,27792200,186.80999766666665,8.89895286608485,175.75199968333334,206.89833471463032,144.60566465203635
2020-02-19,188.059998,188.179993,186.470001,187.279999,183.898056,29997500,187.30999766666665,9.008126700388699,176.76549964999998,208.2939431013604,145.23705619863955
2020-02-20,186.949997,187.25,181.100006,184.419998,181.089737,36862400,184.256668,8.801979444904356,177.66383313333333,208.47076119049856,146.8569050761681
2020-02-21,183.169998,183.5,177.25,178.589996,175.36499,48572600,179.77999866666667,8.389824080763297,178.33966626666665,207.7040505493382,148.9752819839951
2020-02-24,167.770004,174.550003,163.229996,170.889999,167.804047,68311100,169.556666,8.121915802589912,178.53383308333332,206.960538392398,150.10712777426863
2020-02-25,174.199997,174.839996,167.649994,168.070007,165.034958,68073300,170.1866656666667,7.415196576048904,178.94549968333334,204.8986876995045,152.99231166716217
2020-02-26,169.710007,173.259995,168.210007,170.169998,167.097031,56206100,170.54666666666665,6.9299197163878645,179.23466620000002,203.48938520735754,154.9799471926425
2020-02-27,163.320007,167.029999,157.979996,158.179993,155.323547,93174900,161.06332933333331,7.618271867286694,178.91316608333332,205.57711761883675,152.2492145478299
2020-02-28,152.410004,163.710007,152.0,162.009995,159.084381,97012700,159.24000066666667,8.706606481587388,178.2481662,208.72128888555585,147.77504351444412
2020-03-02,165.309998,172.919998,162.309998,172.789993,169.669724,71030800,169.33999633333335,8.775354912970752,178.17833281666668,208.8920750120643,147.46459062126905
2020-03-03,173.800003,175.0,162.259995,164.509995,161.53923,71677000,167.25666333333334,9.046233670054088,177.88649933333335,209.54831717852267,146.22468148814403
2020-03-04,168.490005,170.699997,165.619995,170.550003,167.470184,49814400,168.956665,9.257245232247167,177.38316605,209.78352436286508,144.98280773713492
2020-03-05,166.050003,170.869995,165.690002,166.270004,163.267487,47817300,167.61000033333335,9.467607035868346,176.72183281666668,209.8584574422059,143.58520819112746
2020-03-06,162.610001,163.110001,156.0,161.570007,158.652344,72821100,160.22666933333335,10.044449142442554,175.60799945000002,210.76357144854896,140.4524274514511
2020-03-09,151.0,157.75,150.0,150.619995,147.90007,70419300,152.78999833333333,11.04645812360477,174.04749936666667,212.71010279928336,135.38489593404998
2020-03-10,158.160004,161.029999,152.580002,160.919998,158.014069,65354400,158.17666633333332,11.152170853196315,172.6098328,211.6424307861871,133.57723481381288
2020-03-11,157.130005,157.699997,151.149994,153.630005,150.855713,56371600,154.15999866666667,11.394868951004222,171.00716608333332,210.88920741184808,131.12512475481856
2020-03-12,145.300003,153.470001,138.580002,139.059998,136.548828,93226400,143.70333366666668,12.478171036867463,168.98549911666666,212.65909774570278,125.31190048763054
2020-03-13,147.5,161.910004,140.729996,158.830002,155.961823,92727400,153.82333400000002,12.372115567586965,167.46316585,210.7655703365544,124.16076136344562
2020-03-16,140.0,149.350006,135.0,135.419998,132.974564,87905900,139.92333466666665,13.13553877970714,165.23583251666668,211.21021824564167,119.26144678769168
2020-03-17,140.0,147.5,135.0,146.570007,143.923187,81059800,143.02333566666667,12.998769228311968,163.04649941666668,208.54219171575858,117.55080711757479
2020-03-18,138.0,146.0,135.020004,140.399994,137.864639,81593200,140.47333266666666,12.610644789113556,160.70466616666664,204.8419229285641,116.5674094047692
2020-03-19,142.770004,150.149994,139.0,142.710007,140.132919,85922700,143.95333366666668,11.846010410339899,158.68949945,200.15053588618963,117.22846301381036
2020-03-20,146.0,147.100006,135.860001,137.350006,134.869705,84866200,140.10333766666668,11.44358167942171,156.7056664,196.758202277976,116.65313052202403
2020-03-23,137.009995,140.570007,132.520004,135.979996,133.524429,78975200,136.356669,11.880938262267309,155.04566655000002,196.6289504679356,113.46238263206445
2020-03-24,143.75,149.600006,141.270004,148.339996,145.66127,82516700,146.40333533333333,11.468801801236323,153.85650003333333,193.99730633766046,113.7156937290062
