date,open,high,low,close,volume,rsi,ema,MACD,MACD SIGNAL,sto_k,sto_d
2020-04-30 05:22:00,1344.9,1344.9,1344.9,1344.9,133.0,,1344.9,0.0,0.0,,
2020-04-30 06:59:00,1340.0,1340.0,1340.0,1340.0,220.0,,1344.8029702970298,0.3908831908831871,0.07817663817663743,,
2020-04-30 08:11:00,1336.42,1336.55,1336.42,1336.42,943.0,,1344.6369708852073,0.9782602413940822,0.2581933588201264,,
2020-04-30 08:34:00,1334.99,1335.0,1326.84,1326.84,613.0,,1344.2845556201537,2.1915241955960028,0.6448595261753017,,
2020-04-30 09:01:00,1325.0,1329.01,1323.0,1325.75,4657.0,,1343.9175347167843,3.204064054921446,1.1567004319245306,,
2020-04-30 09:30:00,1324.87,1346.97,1324.87,1346.86,5917.0,,1343.9758013560559,2.2768623600347837,1.3807328175465812,,
2020-04-30 10:00:00,1345.7,1346.21,1337.0,1339.505,4214.0,,1343.887270636134,2.1111987830147427,1.5268260106402136,,
2020-04-30 10:30:00,1339.4301,1339.95,1327.75,1330.3562,3808.0,,1343.6193286433393,2.6871649402439743,1.758893796560966,,
2020-04-30 11:00:00,1329.0,1336.25,1328.61,1329.1199,5621.0,,1343.3322112444612,3.2064197364747997,2.048398984543733,,
2020-04-30 11:30:00,1328.75,1331.66,1324.78,1326.4374,5133.0,,1342.997660526749,3.7906915029068387,2.3968574882163542,,
2020-04-30 12:00:00,1326.17,1329.735,1322.49,1327.925,6966.0,,1342.699192001467,4.086586573439945,2.7348033052610727,,
2020-04-30 12:30:00,1328.24,1330.44,1324.0,1330.0,3261.0,,1342.447722852923,4.106315342963853,3.0091057128016288,,
2020-04-30 13:00:00,1330.0,1334.95,1329.74,1332.76,5054.0,,1342.2558867568257,3.8548057995087674,3.1782457301430567,,
2020-04-30 13:30:00,1332.26,1332.72,1326.075,1329.29,3516.0,,1341.999136524017,3.89063386888688,3.320723357891821,,
2020-04-30 14:00:00,1329.0097,1334.51,1327.56,1333.02,2257.0,45.64020201067356,1341.821331840373,3.576816728156018,3.371942031944661,,
2020-04-30 14:30:00,1333.6,1333.6,1327.6468,1329.34,3529.0,41.80428908803581,1341.5741767544248,3.5837484073197174,3.4143033070196727,32.92483660130694,
2020-04-30 15:00:00,1328.87,1338.5,1328.734,1337.82,4429.0,51.84750297689433,1341.4998366206737,2.871871535925493,3.3058169528008365,44.53976034858359,
2020-04-30 15:30:00,1337.715,1350.0,1332.18,1349.65,34988.0,61.761633662620916,1341.6612259945218,1.3377016619167534,2.91219389462402,63.11077017745168,46.858455709114075
2020-04-30 16:00:00,1349.95,1352.82,1345.0,1348.66,1562.0,60.636497541321816,1341.7998155787886,0.1994466134835875,2.3696444383959334,82.54483048142848,63.398453669154584
2020-04-30 16:38:00,1346.8,1348.66,1338.33,1348.66,206.0,60.636497541321816,1341.9356608148523,-0.6946215482630578,1.7567912410641353,90.43204982679958,78.69588349522658
2020-04-30 18:02:00,1335.56,1336.0,1333.5,1333.5,609.0,45.814090502403275,1341.7686180264393,-0.17784165734360613,1.3698646613825871,69.62303549840674,80.8666386022116
2020-04-30 18:53:00,1332.0,1332.0,1332.0,1332.0,257.0,44.651054683540174,1341.5751800457176,0.3487276777909756,1.1656372646642648,51.31333113528978,70.45613882016536
2020-04-30 19:35:00,1332.0,1332.0,1331.25,1331.25,248.0,44.04893322677447,1341.3707210349112,0.817136955428623,1.0959372028171366,32.17936036927139,51.03857566765597
2020-05-01 04:01:00,1329.96,1329.96,1329.96,1329.96,483.0,42.97547246984671,1341.144766162933,1.2777181620629108,1.1322933946662914,28.288822947576733,37.26050481737931
2020-05-01 07:27:00,1323.26,1323.26,1323.06,1323.06,400.0,37.68533218620159,1340.7866519814886,2.174438843476537,1.3407224844283405,17.83712495878674,26.101769425211625
2020-05-01 07:47:00,1325.0,1326.5,1325.0,1326.0,746.0,41.01696090892108,1340.493846991756,2.6176879375359476,1.5961155750498621,11.502704125586405,19.209550677316628
2020-05-01 08:01:00,1326.77,1326.77,1325.0,1325.0,302.0,40.22910991000687,1340.1870381404342,3.0149037469836912,1.8798732094366282,5.465949820788654,11.601926301720601
2020-05-01 08:57:00,1324.35,1324.4,1324.35,1324.4,858.0,39.73593611324393,1339.874423523792,3.339618084904714,2.1718221845302454,6.966845878136488,7.9784999415038484
2020-05-01 09:04:00,1323.98,1327.47,1323.98,1326.0,550.0,41.78542112111254,1339.5996824639149,3.428330251823809,2.423123797988958,6.966845878136488,6.466547192353876
2020-05-01 09:30:00,1329.63,1343.4,1325.18,1342.25,4064.0,57.56852794067738,1339.6521639992827,2.162468499389206,2.370992738269008,26.288082437276277,13.407258064516418
2020-05-01 10:00:00,1342.433,1352.0695,1337.64,1337.64,3865.0,53.16483106259857,1339.6123191676138,1.5138022432151956,2.1995546392582455,41.11783154121894,24.79091995221057
2020-05-01 10:30:00,1337.67,1341.55,1335.26,1337.76,1850.0,53.26504753283386,1339.5756395801363,0.9787639827575276,1.955396507958102,54.28987455197163,40.565262843488945
2020-05-01 11:00:00,1337.71,1337.71,1329.72,1330.3401,2921.0,46.62210656168893,1339.3927576082524,1.1403213116552706,1.7923814686975357,41.16088963811831,45.52286524376964
2020-05-01 11:30:00,1330.42,1332.32,1327.77,1328.2745,2811.0,44.94175199979388,1339.1725940912575,1.4186796598039564,1.71764110691882,30.821959834440577,42.09090800817684
2020-05-01 12:00:00,1328.03,1330.61,1324.05,1327.0,8487.0,43.89061576165201,1338.931552624104,1.7222689108059512,1.7185666676962463,18.88415863768763,30.289002703415505
2020-05-01 12:30:00,1327.2,1327.2,1318.21,1319.055,3830.0,37.93427491112086,1338.5379575226366,2.574285914743996,1.8897105171057964,11.350836872946386,20.352318448358197
2020-05-01 13:00:00,1318.5301,1320.0,1311.49,1316.59,6074.0,36.28881117752173,1338.1033445023863,3.409122189456184,2.193592851575874,9.548428924246911,13.261141478293643
2020-05-01 13:30:00,1315.885,1315.885,1311.0,1313.57,2991.0,34.32439235001843,1337.6175357003588,4.265257479450611,2.6079257771508213,7.107071405384322,9.33544573419254
2020-05-01 14:00:00,1313.43,1325.16,1313.0,1324.6837,1678.0,45.92529792984935,1337.361420141936,4.000848860734322,2.8865103938675216,17.381335556321915,11.345611961984382
2020-05-01 14:30:00,1324.9,1325.18,1314.27,1316.16,3882.0,40.07808482332954,1336.9415900401154,4.428050668170727,3.194818448728163,17.380050889346133,13.956152617017457
2020-05-01 15:00:00,1316.32,1328.325,1316.09,1321.8,3049.0,45.06236588530985,1336.6417565739746,4.262376293163015,3.408330017615133,24.059784836273504,19.607057093980515
2020-05-01 15:30:00,1321.873,1326.5904,1317.38,1319.86,24773.0,43.715393958280735,1336.3094445626089,4.238758178348917,3.5744156497618897,20.144714041644775,20.5281832557548
2020-05-01 16:00:00,1319.82,1321.98,1317.96,1320.61,1402.0,44.40723614050607,1335.9985644722601,4.112119961006329,3.681956512010778,23.756477840408508,22.65365890610893
2020-05-01 16:39:00,1320.61,1320.61,1320.61,1320.61,4687.0,44.40723614050607,1335.6938404233044,3.9660402185186285,3.738773253312348,22.790635386356996,22.230609089470093
2020-05-01 17:39:00,1320.3,1320.3,1320.3,1320.3,200.0,44.14710673353479,1335.3890119000707,3.831122583025035,3.757243119254886,25.74687259040408,24.097995272389863
